timestamp,cycle_time,throughput,robot_distance,idle_time,reward,status
1776107541.467774,1.98,0,2.077,0.0,N/A,Assembly
1776107541.472898,1.98,0,2.078,0.0,N/A,Assembly
1776107541.4780042,1.99,0,2.078,0.0,N/A,Assembly
1776107541.4830532,1.99,0,2.079,0.0,N/A,Assembly
1776107541.4881425,2.0,0,2.08,0.0,N/A,Assembly
1776107541.4931693,2.0,0,2.081,0.0,N/A,Assembly
1776107541.4982026,2.01,0,2.081,0.0,N/A,Assembly
1776107541.5032246,2.01,0,2.082,0.0,N/A,Assembly
1776107541.508252,2.02,0,2.083,0.0,N/A,Assembly
1776107541.5132782,2.02,0,2.084,0.0,N/A,Assembly
1776107541.5183268,2.03,0,2.085,0.0,N/A,Assembly
1776107541.5233636,2.03,0,2.085,0.0,N/A,Assembly
1776107541.5284085,2.04,0,2.086,0.0,N/A,Assembly
1776107541.53389,2.05,0,2.087,0.0,N/A,Assembly
1776107541.5390053,2.05,0,2.088,0.0,N/A,Assembly
1776107541.5440373,2.06,0,2.088,0.0,N/A,Assembly
1776107541.5490866,2.06,0,2.089,0.0,N/A,Assembly
1776107541.554208,2.07,0,2.09,0.0,N/A,Assembly
1776107541.5594573,2.07,0,2.091,0.0,N/A,Assembly
1776107541.5645685,2.08,0,2.091,0.0,N/A,Assembly
1776107541.5695908,2.08,0,2.092,0.0,N/A,Assembly
1776107541.5743272,2.09,0,2.093,0.0,N/A,Assembly
1776107541.5793438,2.09,0,2.094,0.0,N/A,Assembly
1776107541.5844347,2.1,0,2.094,0.0,N/A,Assembly
1776107541.5895677,2.1,0,2.095,0.0,N/A,Assembly
1776107541.5947223,2.11,0,2.096,0.0,N/A,Assembly
1776107541.599759,2.11,0,2.097,0.0,N/A,Assembly
1776107541.6048076,2.12,0,2.097,0.0,N/A,Assembly
1776107541.609872,2.12,0,2.098,0.0,N/A,Assembly
1776107541.614974,2.13,0,2.099,0.0,N/A,Assembly
1776107541.619985,2.13,0,2.1,0.0,N/A,Assembly
1776107541.6250267,2.14,0,2.1,0.0,N/A,Assembly
1776107541.6300275,2.14,0,2.101,0.0,N/A,Assembly
1776107541.635771,2.15,0,2.102,0.0,N/A,Assembly
